forecast;parameter;TT;Td;Tx;Tn;Tm;Tg;dd;ff;fx;fx3;RR1;RR3;RR12;RR24;ww;ww3;N;Nf;PPPP;SS1;SS3;SS24
today 00 UTC;unit;°C;°C;°C;°C;°C;°C;°;km/h;km/h;km/h;mm;mm;mm;mm;WW Code;WW Code;1/8;1/8;hPa;h;h;h
29.05.25;00:00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
31.05.25;08:00;21.6;15.2;---;---;20.6;25.5;191;3.7;11.1;11.1;0.0;0.0;0.0;0.0;1;1;5;4;1020.4;0.7;2.0;8.6
31.05.25;09:00;23.0;15.3;---;---;20.7;27.5;225;5.5;13.0;13.0;0.0;0.0;0.0;0.0;1;1;5;4;1020.1;0.8;2.2;8.9
31.05.25;10:00;24.7;15.6;---;---;20.8;29.6;235;5.5;14.8;14.8;0.0;0.0;0.0;0.0;1;1;5;4;1019.9;0.8;2.3;9.2
31.05.25;11:00;25.9;15.6;---;---;20.9;30.5;238;7.4;16.7;16.7;0.0;0.0;0.0;0.0;2;2;6;5;1019.5;0.7;2.3;9.5
31.05.25;12:00;26.4;15.5;---;---;20.9;30.9;243;7.4;18.5;20.4;0.0;0.0;0.0;0.0;2;2;6;5;1018.9;0.7;2.2;9.7
31.05.25;13:00;26.4;15.5;---;---;21.0;30.7;251;7.4;20.4;22.2;0.0;0.0;0.0;0.0;2;2;7;6;1018.7;0.6;2.0;9.8
31.05.25;14:00;26.2;15.5;---;---;21.0;29.8;259;7.4;20.4;24.1;0.0;0.0;0.0;0.0;3;3;7;6;1018.5;0.5;1.8;9.8
31.05.25;15:00;25.8;15.6;---;---;20.9;28.4;261;7.4;20.4;25.9;0.0;0.0;0.0;0.0;61;61;8;6;1018.4;0.5;1.6;9.7
31.05.25;16:00;25.0;15.9;---;---;20.9;26.6;251;5.5;18.5;25.9;0.3;0.3;0.3;0.3;61;61;8;6;1018.3;0.4;1.4;9.4
31.05.25;17:00;23.7;16.1;---;---;20.7;24.5;228;5.5;18.5;24.1;0.6;0.9;0.9;0.9;61;61;8;6;1018.3;0.3;1.2;9.0
31.05.25;18:00;22.4;16.5;28.4;17.7;20.7;22.1;171;5.5;16.7;24.1;0.9;1.8;1.8;1.8;61;61;8;7;1018.3;0.2;0.9;8.6
31.05.25;19:00;21.0;16.9;---;---;20.6;20.1;135;5.5;14.8;22.2;0.7;2.2;2.5;2.5;61;61;8;7;1018.0;0.1;0.6;8.3
31.05.25;20:00;19.6;17.1;---;---;20.5;18.8;142;3.7;13.0;18.5;0.6;2.2;3.1;3.1;61;61;8;7;1018.1;0.0;0.3;8.1
31.05.25;21:00;18.9;17.0;---;---;20.5;18.0;144;3.7;11.1;16.7;0.0;1.3;3.1;3.1;3;61;8;7;1018.2;0.0;0.1;8.1
31.05.25;22:00;18.3;17.0;---;---;20.6;17.3;140;3.7;11.1;14.8;0.0;0.6;3.1;3.1;3;61;8;7;1017.9;0.0;0.0;8.1
31.05.25;23:00;17.8;16.7;---;---;20.6;16.9;144;3.7;11.1;14.8;0.0;0.0;3.1;3.1;3;3;8;7;1017.5;0.0;0.0;8.1
01.06.25;00:00;17.3;16.6;---;---;20.7;16.7;151;3.7;11.1;13.0;0.0;0.0;3.1;3.1;3;3;8;7;1017.4;0.0;0.0;8.1
01.06.25;01:00;17.1;16.4;---;---;20.8;16.4;154;3.7;11.1;13.0;0.0;0.0;3.1;3.1;3;3;8;7;1016.9;0.0;0.0;8.1
01.06.25;02:00;16.8;16.3;---;---;20.9;16.2;157;3.7;11.1;13.0;0.0;0.0;3.1;3.1;3;3;8;7;1016.6;0.0;0.0;8.1
01.06.25;03:00;16.6;16.2;---;---;21.0;16.2;161;3.7;11.1;13.0;0.0;0.0;3.1;3.1;3;3;8;7;1016.3;0.0;0.0;8.1
01.06.25;04:00;16.7;16.1;---;---;21.0;16.5;158;3.7;11.1;13.0;0.0;0.0;2.8;3.1;3;3;8;7;1016.2;0.0;0.0;7.9
01.06.25;05:00;17.2;16.2;---;---;21.1;17.4;163;3.7;11.1;13.0;0.0;0.0;2.2;3.1;3;3;8;7;1016.0;0.1;0.1;7.6
01.06.25;06:00;18.1;16.3;22.6;15.9;21.1;18.6;189;5.5;13.0;14.8;0.0;0.0;1.3;3.1;3;3;8;7;1016.1;0.2;0.3;7.2
01.06.25;07:00;19.2;16.5;---;---;21.1;20.4;204;5.5;14.8;16.7;0.0;0.0;0.6;3.1;3;3;8;7;1015.9;0.2;0.4;6.7
01.06.25;08:00;20.2;16.6;---;---;21.0;22.0;215;7.4;16.7;18.5;0.0;0.0;0.0;3.1;3;3;8;7;1015.8;0.2;0.6;6.2
01.06.25;09:00;21.2;16.8;---;---;20.9;23.4;225;7.4;18.5;20.4;0.0;0.0;0.0;3.1;3;3;8;7;1015.5;0.3;0.7;5.7
01.06.25;10:00;22.4;16.7;---;---;20.8;24.7;229;9.3;22.2;22.2;0.0;0.0;0.0;3.1;3;3;8;7;1015.3;0.3;0.8;5.3
01.06.25;11:00;23.4;16.8;---;---;20.7;25.9;233;11.1;24.1;25.9;0.0;0.0;0.0;3.1;3;3;8;7;1015.2;0.4;1.0;4.9
01.06.25;12:00;24.0;16.6;---;---;20.6;26.1;232;11.1;25.9;27.8;0.0;0.0;0.0;3.1;3;3;8;7;1014.8;0.4;1.0;4.6
01.06.25;13:00;24.1;16.5;---;---;20.5;26.4;235;11.1;25.9;29.6;0.0;0.0;0.0;3.1;3;3;8;7;1014.5;0.4;1.1;4.4
01.06.25;14:00;24.2;16.4;---;---;20.5;26.1;239;11.1;25.9;29.6;0.0;0.0;0.0;3.1;3;3;8;7;1014.1;0.3;1.1;4.2
01.06.25;15:00;24.1;16.2;---;---;20.4;25.8;241;11.1;27.8;31.5;0.0;0.0;0.0;3.1;3;3;8;7;1013.8;0.3;1.0;4.0
01.06.25;16:00;23.6;16.0;---;---;20.3;25.0;244;11.1;27.8;33.3;0.0;0.0;0.0;2.8;3;3;8;7;1013.7;0.3;0.9;3.9
01.06.25;17:00;23.0;16.0;---;---;20.3;23.7;247;9.3;25.9;33.3;0.3;0.3;0.3;2.5;61;61;8;7;1013.8;0.2;0.8;3.8
01.06.25;18:00;21.8;16.0;25.9;17.9;20.3;21.7;250;9.3;24.1;33.3;0.7;1.0;1.0;2.3;61;61;8;7;1013.8;0.2;0.7;3.8
01.06.25;19:00;20.6;15.9;---;---;20.3;19.8;248;7.4;20.4;29.6;0.9;1.9;1.9;2.5;61;61;8;7;1014.3;0.1;0.6;3.8
01.06.25;20:00;19.1;15.9;---;---;20.2;17.8;233;7.4;18.5;27.8;0.6;2.2;2.5;2.5;61;61;7;7;1014.3;0.1;0.4;3.9
01.06.25;21:00;18.2;15.6;---;---;20.2;16.6;227;5.5;16.7;24.1;0.7;2.2;3.2;3.2;61;61;7;7;1014.9;0.0;0.2;3.9
01.06.25;22:00;17.2;15.2;---;---;20.2;15.5;217;5.5;14.8;22.2;0.4;1.7;3.6;3.6;61;61;7;7;1015.0;0.0;0.1;3.9
01.06.25;23:00;16.3;14.7;---;---;20.1;14.9;225;5.5;13.0;18.5;0.4;1.5;4.0;4.0;61;61;7;7;1015.1;0.0;0.0;3.9
02.06.25;00:00;15.7;14.3;---;---;20.0;14.4;222;3.7;13.0;16.7;0.0;0.8;4.0;4.0;3;61;6;6;1015.3;0.0;0.0;3.9
02.06.25;01:00;15.1;13.9;---;---;20.0;13.8;217;3.7;11.1;16.7;0.0;0.4;4.0;4.0;3;61;7;6;1015.5;0.0;0.0;3.9
02.06.25;02:00;14.6;13.6;---;---;19.9;13.4;216;3.7;11.1;14.8;0.0;0.0;4.0;4.0;3;3;7;6;1015.4;0.0;0.0;3.9
02.06.25;03:00;14.3;13.3;---;---;19.8;13.2;196;3.7;11.1;14.8;0.0;0.0;4.0;4.0;3;3;7;6;1015.6;0.0;0.0;3.9
02.06.25;04:00;14.4;13.2;---;---;19.7;14.0;201;3.7;11.1;14.8;0.0;0.0;4.0;4.0;3;3;7;6;1015.8;0.1;0.1;3.9
02.06.25;05:00;15.0;13.2;---;---;19.6;15.3;215;5.5;13.0;14.8;0.0;0.0;3.7;4.0;3;3;7;6;1015.9;0.2;0.3;4.0
02.06.25;06:00;16.3;13.1;22.2;13.4;19.5;17.3;223;5.5;14.8;16.7;0.0;0.0;3.0;4.0;3;3;8;6;1016.2;0.3;0.6;4.2
02.06.25;07:00;17.3;13.1;---;---;19.4;19.2;239;7.4;16.7;18.5;0.0;0.0;2.1;4.0;3;3;7;6;1016.2;0.4;0.9;4.4
02.06.25;08:00;18.1;13.0;---;---;19.3;20.9;244;7.4;18.5;20.4;0.0;0.0;1.5;4.0;3;3;7;6;1016.4;0.5;1.2;4.6
02.06.25;09:00;18.9;12.7;---;---;19.2;22.1;253;9.3;22.2;22.2;0.0;0.0;0.8;4.0;3;3;7;6;1016.5;0.5;1.3;4.8
02.06.25;10:00;19.6;12.5;---;---;19.1;23.3;250;9.3;22.2;24.1;0.0;0.0;0.4;4.0;3;3;7;6;1016.4;0.5;1.4;5.0
02.06.25;11:00;20.4;12.0;---;---;19.0;24.2;251;11.1;24.1;25.9;0.0;0.0;0.0;4.0;3;3;7;6;1016.5;0.5;1.5;5.1
02.06.25;12:00;21.1;11.7;---;---;18.9;24.6;249;11.1;25.9;27.8;0.0;0.0;0.0;4.0;3;3;7;6;1016.1;0.5;1.4;5.2
02.06.25;13:00;21.4;11.6;---;---;18.8;24.7;255;11.1;25.9;27.8;0.0;0.0;0.0;4.0;3;3;7;7;1015.8;0.5;1.4;5.3
02.06.25;14:00;21.4;11.7;---;---;18.7;24.3;257;11.1;25.9;29.6;0.0;0.0;0.0;4.0;3;3;7;7;1015.6;0.4;1.3;5.4
02.06.25;15:00;21.3;11.6;---;---;18.5;23.5;261;11.1;25.9;29.6;0.0;0.0;0.0;4.0;3;3;7;7;1015.4;0.4;1.2;5.5
02.06.25;16:00;20.8;11.7;---;---;18.4;22.6;264;9.3;24.1;29.6;0.0;0.0;0.0;4.0;3;3;8;7;1015.2;0.4;1.2;5.6
02.06.25;17:00;20.2;11.9;---;---;18.3;21.1;269;9.3;20.4;27.8;0.0;0.0;0.0;3.7;3;3;7;6;1015.1;0.3;1.1;5.7
02.06.25;18:00;19.4;12.0;23.1;16.0;18.2;19.1;271;7.4;18.5;25.9;0.0;0.0;0.0;3.0;3;3;8;6;1015.1;0.3;1.0;5.7
02.06.25;19:00;18.2;12.4;---;---;18.1;17.3;287;5.5;18.5;24.1;0.0;0.0;0.0;2.1;3;3;7;6;1015.3;0.2;0.8;5.8
02.06.25;20:00;17.1;12.3;---;---;18.0;15.6;287;5.5;14.8;22.2;0.0;0.0;0.0;1.5;3;3;7;6;1015.4;0.1;0.5;5.8
02.06.25;21:00;15.9;12.1;---;---;17.9;14.1;305;5.5;13.0;20.4;0.0;0.0;0.0;0.8;3;3;7;6;1015.6;0.0;0.3;5.8
02.06.25;22:00;14.9;11.9;---;---;17.8;13.2;303;5.5;11.1;18.5;0.0;0.0;0.0;0.4;3;3;7;6;1015.6;0.0;0.1;5.8
02.06.25;23:00;14.1;11.8;---;---;17.7;12.5;321;3.7;11.1;16.7;0.0;0.0;0.0;0.0;3;3;7;6;1015.6;0.0;0.0;5.8
03.06.25;00:00;13.5;11.7;---;---;17.6;11.9;352;3.7;11.1;14.8;0.0;0.0;0.0;0.0;3;3;7;6;1015.4;0.0;0.0;5.8
03.06.25;01:00;13.1;11.5;---;---;17.6;11.3;71;3.7;11.1;13.0;0.0;0.0;0.0;0.0;3;3;7;6;1015.2;0.0;0.0;5.8
03.06.25;02:00;12.6;11.5;---;---;17.5;11.1;66;3.7;9.3;13.0;0.0;0.0;0.0;0.0;3;3;7;6;1014.9;0.0;0.0;5.8
